קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט
GLG-6011-23010400-25L,10DVK52.2105729,חשבונית מס כולל מלאי,09/06/2021,1000000,פנטוגראפ המאירי,,לקוחות שונים,שירותים,08.06.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,08/06/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105784,חשבונית מס כולל מלאי,09/06/2021,5025713,"פאוזה שירותי קפה בע""מ",4951787,"פאוזה שירותי קפה בע""מ",שירותים,4500190155,מסיר שומנים מרוכז,25L,חומרי ניקוי ,898389,2,300,ILS,346,13.2948,0,92,600,08/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105763,חשבונית מס כולל מלאי,09/06/2021,5051626,פנטוגרף המאירי,,פנטוגרף המאירי,שירותים,09.06.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,09/06/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105902,חשבונית מס כולל מלאי,14/06/2021,5051632,"תרביות רה""ן (1998) בע""מ ",,"תרביות רה""ן (1998) בע""מ ",שירותים,14.06.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,14/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2106777,חשבונית מס כולל מלאי,08/07/2021,1000000,ערמוש האני שירותים והתקנות בעמ,,לקוחות שונים,שירותים,PO210282,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,305,ILS,346,11.8497,0,164,1220,08/07/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2107426,חשבונית מס כולל מלאי,28/07/2021,5041551,"איתן פארק אולימפיה בע""מ",,"איתן פארק אולימפיה בע""מ",שירותים,20/07/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,5,250,ILS,346,27.7457,0,480,1250,20/07/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2107617,חשבונית מס כולל מלאי,03/08/2021,5051601,"פט (אביב שלם) בע""מ",7315000 ,"פט (אביב שלם) בע""מ",שירותים,07/000170,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,310,ILS,346,10.4046,0,36,310,01/08/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2108113,חשבונית מס כולל מלאי,17/08/2021,5042036,י.ד שרות קול,0,י.ד שרות קול,שירותים,15/08/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,330,ILS,346,4.6243,0,32,660,15/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2109848,חשבונית מס כולל מלאי,18/10/2021,1000000,מנופי המרכז 300482585,,לקוחות שונים,שירותים,18.10.21....,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,18/10/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2110330,חשבונית מס כולל מלאי,01/11/2021,5051626,פנטוגרף המאירי,,פנטוגרף המאירי,שירותים,27/10/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,27/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,11.051.21000003,חשבונית יצוא,14/03/2021,5051572,Radiex,0,Radiex,שונות,Active Green Samples,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,10,USD,33.16,0,0,0,33.16,15/03/2021,גרין ליין גלובל,רוטל,0,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2104025,חשבונית מס כולל מלאי,22/04/2021,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1518214,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,14,247,ILS,346,28.6127,0,1386,3458,02/05/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2104509,חשבונית מס כולל מלאי,06/05/2021,1000000,גולן גבאי,0,לקוחות שונים,שונות,06.05.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,225,ILS,346,34.9711,0,121,225,06/05/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105957,חשבונית מס כולל מלאי,16/06/2021,5025939,הרטמן מאי,0,הרטמן מאי,שונות,po21000213,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,5,290,ILS,346,16.185,0,280,1450,16/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK61.2100211,חשבונית זיכוי,22/07/2021,5025939,הרטמן מאי,0,הרטמן מאי,שונות,po21000213,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,-1,290,ILS,346,16.185,0,56,-290,16/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2106116,חשבונית מס כולל מלאי,21/06/2021,5051240,וועד מקומי חשמונאים,73127,וועד מקומי חשמונאים,שונות,20.6.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,367,ILS,346,-6.0694,0,-21,367,20/06/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2107710,חשבונית מס כולל מלאי,05/08/2021,1000000,צבי סנדר,0,לקוחות שונים,שונות,03.08.21..,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,03/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2108498,חשבונית מס כולל מלאי,30/08/2021,1000000,אהוד נחשון,0,לקוחות שונים,שונות,29.08.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,300,ILS,346,13.2948,0,46,300,29/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2108518,חשבונית מס כולל מלאי,30/08/2021,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1519587,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,3,247,ILS,346,28.6127,0,297,741,29/08/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2108992,חשבונית מס כולל מלאי,22/09/2021,1000000,דולב כהן,0,לקוחות שונים,שונות,22.09.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,242.2,ILS,346,30,0,103.8,242.2,22/09/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2109312,חשבונית מס כולל מלאי,04/10/2021,5025939,הרטמן מאי,0,הרטמן מאי,שונות,po2100348,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,346,ILS,346,0,0,0,346,03/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10GG52.2100004,חשבונית מס כולל מלאי,14/02/2021,5041563,זקסנברג חולית,,זקסנברג חולית,עיבוד מתכת ,49,מסיר שומנים מרוכז,25L,חומרי ניקוי ,rgn,2,330,ILS,346,4.6243,0,32,660,09/02/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2104795,חשבונית מס כולל מלאי,13/05/2021,1000000,ברזל פרוייקטים ע.מ 301284147,,לקוחות שונים,עיבוד מתכת ,13.05.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,270,ILS,346,21.9653,0,76,270,13/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2104922,חשבונית מס כולל מלאי,19/05/2021,5050012,"מ.ד.ר עיבוד שבבי בע""מ",,"מ.ד.ר עיבוד שבבי בע""מ",עיבוד מתכת ,18.05.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,250,ILS,346,27.7457,0,192,500,18/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10GG52.2100002,חשבונית מס כולל מלאי,10/02/2021,5051138,גוד נאטוראל,0,גוד נאטוראל,סוחר,10/02/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,330,ILS,346,4.6243,0,32,660,10/02/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2102097,חשבונית מס כולל מלאי,01/03/2021,5051465,קרונוס ישראל,3881000,"קרונוס ישראל ג.ש. גידולים בע""מ",סוחר,601395,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,335,ILS,346,3.1792,0,11,335,01/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10GG52.2100007,חשבונית מס כולל מלאי,08/03/2021,5051138,גוד נאטוראל,0,גוד נאטוראל,סוחר,08/03/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,330,ILS,346,4.6243,0,64,1320,08/03/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10GG61.2100001,חשבונית זיכוי,18/04/2021,5051138,גוד נאטוראל,0,גוד נאטוראל,סוחר,08/03/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,-4,330,ILS,346,4.6243,0,64,-1320,08/03/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2102744,חשבונית מס כולל מלאי,16/03/2021,5025712,"טכנו בורג בע""מ",,"טכנו בורג בע""מ",סוחר,B211001065,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,282,ILS,346,18.4971,0,64,282,16/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2103518,חשבונית מס כולל מלאי,08/04/2021,5051465,"קרונוס ישראל ג.ש. גידולים בע""מ",3881000,"קרונוס ישראל ג.ש. גידולים בע""מ",סוחר,601571,מסיר שומנים מרוכז,25L,חומרי ניקוי ,N0016,2,335,ILS,346,3.1792,0,22,670,06/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105508,חשבונית מס כולל מלאי,03/06/2021,5031104,דינמיקס כלים ופרויקטים בע,,דינמיקס כלים ופרויקטים בע,סוחר,02.06.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,02/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2106000,חשבונית מס כולל מלאי,17/06/2021,5051465,"קרונוס ישראל ג.ש. גידולים בע""מ",3881000,"קרונוס ישראל ג.ש. גידולים בע""מ",סוחר,601878/601857,מסיר שומנים מרוכז,25L,חומרי ניקוי ,N0016,1,335,ILS,346,3.1792,0,11,335,16/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10GG52.2100026,חשבונית מס כולל מלאי,04/07/2021,5051138,גוד נאטוראל,0,גוד נאטוראל,סוחר,04.07.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,330,ILS,346,4.6243,0,64,1320,04/07/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2108634,חשבונית מס כולל מלאי,02/09/2021,5051465,"קרונוס ישראל ג.ש. גידולים בע""מ",3881000,"קרונוס ישראל ג.ש. גידולים בע""מ",סוחר,602176,מסיר שומנים מרוכז,25L,חומרי ניקוי ,N0016,2,335,ILS,346,3.1792,0,22,670,02/09/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10GG52.2100035,חשבונית מס כולל מלאי,24/10/2021,5051138,גוד נאטוראל,0,גוד נאטוראל,סוחר,24.10.21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,330,ILS,346,4.6243,0,64,1320,24/10/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2100982,חשבונית מס כולל מלאי,31/01/2021,5040957,דלתא טכנולוגיות,8258306,דלתא טכנולוגיות,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",12.01.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,6,300,ILS,346,13.2948,0,276,1800,12/01/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2103243,חשבונית מס כולל מלאי,04/04/2021,5040957,דלתא טכנולוגיות,8258306,דלתא טכנולוגיות,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",25.03.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,6,300,ILS,346,13.2948,0,276,1800,25/03/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2103897,חשבונית מס כולל מלאי,20/04/2021,5051585,"א.ש פלסט ייצור צינורות חשמל ותקשורת בע""מ ",3813301,"א.ש פלסט ייצור צינורות חשמל ותקשורת בע""מ ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",18.04.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,300,ILS,346,13.2948,0,46,300,18/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105411,חשבונית מס כולל מלאי,01/06/2021,5040957,דלתא טכנולוגיות,8258306,דלתא טכנולוגיות,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",01/06/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,6,265,ILS,346,23.4104,0,486,1590,01/06/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105769,חשבונית מס כולל מלאי,09/06/2021,5040957,דלתא טכנולוגיות,8258306,דלתא טכנולוגיות,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",09/06/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,6,265,ILS,346,23.4104,0,486,1590,09/06/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2106118,חשבונית מס כולל מלאי,21/06/2021,4553621,ת.א.ג.מכשירים רפואיים-אגש,,ת.א.ג.מכשירים רפואיים-אגש,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO21001769,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,200,ILS,346,42.1965,0,146,200,20/06/2021,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2106288,חשבונית מס כולל מלאי,29/06/2021,3112602,"וולטה בלטינג טכנולוגי בע""",,"וולטה בלטינג טכנולוגי בע""","יצרן ציוד מדויק,אלקטרוניקה,רפואי",POI21-00967-3,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,300,ILS,346,13.2948,0,46,300,28/06/2021,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2109221,חשבונית מס כולל מלאי,03/10/2021,5040957,דלתא טכנולוגיות,8258306,דלתא טכנולוגיות,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",26/09/2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,10,265,ILS,346,23.4104,0,810,2650,26/09/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2110329,חשבונית מס כולל מלאי,01/11/2021,5051720,מ.ה.ד.ר אלקטרוניקה ,,מ.ה.ד.ר אלקטרוניקה ,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",28.10.2021,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,28/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2110471,חשבונית מס כולל מלאי,02/11/2021,2112007,סנמינה -SCI מערכות רפואיו,,סנמינה -SCI מערכות רפואיו,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",PE71P933508,מסיר שומנים מרוכז,25L,חומרי ניקוי ,EXP-MAINT-E71,2,300,ILS,300,0,0,0,600,02/11/2021,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2100023,חשבונית מס כולל מלאי,03/01/2021,2912001,"פ.מ.ס  מיגון בע""מ",61180,"פ.מ.ס  מיגון בע""מ",יצרן ציוד ומיכון,11024/20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,350,ILS,346,-1.1561,0,-8,700,03/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2104244,חשבונית מס כולל מלאי,02/05/2021,5051399,"אם.סי.פי פרפורמנס פלסטיק בע""מ",,"אם.סי.פי פרפורמנס פלסטיק בע""מ",יצרן ציוד ומיכון,1188007,מסיר שומנים מרוכז,25L,חומרי ניקוי ,8990050,2,300,ILS,346,13.2948,0,92,600,02/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2105505,חשבונית מס כולל מלאי,03/06/2021,2912001,"פ.מ.ס  מיגון בע""מ",61180,"פ.מ.ס  מיגון בע""מ",יצרן ציוד ומיכון,1518/21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,320,ILS,346,7.5145,0,26,320,02/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2108104,חשבונית מס כולל מלאי,17/08/2021,2912001,"פ.מ.ס  מיגון בע""מ",61180,"פ.מ.ס  מיגון בע""מ",יצרן ציוד ומיכון,11652/21,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,3,346,ILS,346,0,0,0,1038,15/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2109313,חשבונית מס כולל מלאי,04/10/2021,2114352,"אדוורדס ישראל ואקום בע""מ",8258305,"אדוורדס ישראל ואקום בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",7018505358,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,320,ILS,346,7.5145,0,26,320,04/10/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2109349,חשבונית מס כולל מלאי,05/10/2021,2114352,"אדוורדס ישראל ואקום בע""מ",8258305,"אדוורדס ישראל ואקום בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",7018505358,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,320,ILS,346,7.5145,0,26,320,05/10/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2102819,חשבונית מס כולל מלאי,17/03/2021,5031021,איטונג,,איטונג,יצרן חומרי בניה,420056249,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,17/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2107352,חשבונית מס כולל מלאי,26/07/2021,50312169,"חברת אזום בע""מ- תחנת כח",7745255,"חברת אזום בע""מ- תחנת כח",אנרגיה,18018,מסיר שומנים מרוכז,25L,חומרי ניקוי ,13723,2,305,ILS,346,11.8497,0,82,610,25/07/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2109556,חשבונית מס כולל מלאי,11/10/2021,50312169,"חברת אזום בע""מ- תחנת כח",7745255,"חברת אזום בע""מ- תחנת כח",אנרגיה,18406,מסיר שומנים מרוכז,25L,חומרי ניקוי ,13723,10,305,ILS,346,11.8497,0,410,3050,10/10/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10GG52.2100030,חשבונית מס כולל מלאי,02/09/2021,5051259,אסטלה כיתת אומן  לקונדוטוריה,,אסטלה כיתת אומן  לקונדוטוריה ,"תעשית המזון, הפארמה והקוסמטיקה",31.08.21,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,4,85,ILS,76,-11.8421,0,-36,340,01/09/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2101536,חשבונית מס כולל מלאי,14/02/2021,5026125,"בלובירד אירו סיסטמס בע""מ",,"בלובירד אירו סיסטמס בע""מ",תעשיית הרכבת והאוויר,229,מסיר שומנים מרוכז,5L,חומרי ניקוי ,RM-000945,4,80,ILS,76,-5.2632,0,-16,320,14/02/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2102538,חשבונית מס כולל מלאי,10/03/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,21850945,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,8,70,ILS,76,7.8947,0,48,560,08/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2103809,חשבונית מס כולל מלאי,19/04/2021,50312267,ארגם אריזות גמישות,,ארגם אריזות גמישות,תעשיית הנייר וההדפסה,18.04.2021,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,4,74,ILS,76,2.6316,0,8,296,18/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2104687,חשבונית מס כולל מלאי,11/05/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21851682,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,11/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2106864,חשבונית מס כולל מלאי,12/07/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21852427,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,12/07/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2107711,חשבונית מס כולל מלאי,05/08/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21852735,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,04/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2109100,חשבונית מס כולל מלאי,26/09/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22\21853280,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,6,70,ILS,76,7.8947,0,36,420,26/09/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2109227,חשבונית מס כולל מלאי,03/10/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21853329,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,03/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2109484,חשבונית מס כולל מלאי,10/10/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21853466,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,10/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2110002,חשבונית מס כולל מלאי,21/10/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21853633,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,21/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2110419,חשבונית מס כולל מלאי,02/11/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21853786,מסיר שומנים מרוכז,5L,חומרי ניקוי ,549100028-PR 1035015-1,8,70,ILS,76,7.8947,0,48,560,01/11/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
