קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט
GLG-6011-23010400-25L,10DVK52.2008825,חשבונית מס כולל מלאי,01/10/2020,1000000,פנטוגראפ המאירי,,לקוחות שונים,עיבוד מתכת ,01.10.20.,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,330,0,0,0,330,01/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2008824,חשבונית מס כולל מלאי,01/10/2020,5023469,"פלרם פי.וי.סי. בע""מ",,"פלרם פי.וי.סי. בע""מ",תעשיה כימית,4500165084,מסיר שומנים מרוכז,25L,חומרי ניקוי ,62023,2,330,ILS,346,4.6243,0,32,660,01/10/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK62.2000189,חשבונית זיכוי כספית,30/11/2020,5023469,"פלרם פי.וי.סי. בע""מ",,"פלרם פי.וי.סי. בע""מ",תעשיה כימית,4500165084,מסיר שומנים מרוכז,25L,חומרי ניקוי ,62023,-2,330,ILS,346,4.6243,0,32,-660,01/10/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009038,חשבונית מס כולל מלאי,07/10/2020,5051037,"י.ס חמסה בע""מ",,"י.ס חמסה בע""מ","תעשית המזון, הפארמה והקוסמטיקה",07/10/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,330,ILS,346,4.6243,0,32,660,07/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009113,חשבונית מס כולל מלאי,08/10/2020,3413304,"נייר חדרה בע""מ",3810101,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/20867743,מסיר שומנים מרוכז,25L,חומרי ניקוי ,549100026,4,330,ILS,346,4.6243,0,64,1320,08/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009321,חשבונית מס כולל מלאי,15/10/2020,5051138,גוד נאטוראל,0,גוד נאטוראל,שונות,15.10.20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,330,ILS,346,4.6243,0,32,660,15/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009604,חשבונית מס כולל מלאי,25/10/2020,5030218,"טמפו שיווק (1981)בע""מ",4250402,"טמפו שיווק (1981)בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4000070835,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,346,ILS,346,0,0,0,692,21/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK61.2000333,חשבונית זיכוי,25/10/2020,5030218,"טמפו שיווק (1981)בע""מ",4250402,"טמפו שיווק (1981)בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4000070835,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,-2,346,ILS,346,0,0,0,-692,21/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010151,חשבונית מס כולל מלאי,08/11/2020,5023536,"א.ד טכנולוגיות סינון בע""מ",4482100,"א.ד טכנולוגיות סינון בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",a2001037,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,22/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009616,חשבונית מס כולל מלאי,25/10/2020,5051179,מאפיית שילת,, מאפיית שילת,"תעשית המזון, הפארמה והקוסמטיקה",25.10.20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,340,ILS,346,1.7341,0,6,340,25/10/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK61.2000334,חשבונית זיכוי,25/10/2020,5051179,מאפיית שילת,, מאפיית שילת,"תעשית המזון, הפארמה והקוסמטיקה",25.10.20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,-1,340,ILS,346,1.7341,0,6,-340,25/10/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009627,חשבונית מס כולל מלאי,25/10/2020,5051179,מאפיית שילת,, מאפיית שילת,"תעשית המזון, הפארמה והקוסמטיקה",25.10.20.,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,340,ILS,346,1.7341,0,24,1360,25/10/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009608,חשבונית מס כולל מלאי,25/10/2020,5030218,"טמפו שיווק (1981)בע""מ",4250402,"טמפו שיווק (1981)בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4000070835,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,250,ILS,250,0,0,0,500,25/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009771,חשבונית מס כולל מלאי,28/10/2020,5042036,י.ד שרות קול,0,י.ד שרות קול,שירותים,28/10/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,346,4.6243,0,16,330,28/10/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009843,חשבונית מס כולל מלאי,01/11/2020,3413304,"נייר חדרה בע""מ",3810101,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/20868004,מסיר שומנים מרוכז,25L,חומרי ניקוי ,549100026,3,330,ILS,346,4.6243,0,48,990,01/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009910,חשבונית מס כולל מלאי,02/11/2020,5040176,"קייזר קומפרסורים בע""מ",,"קייזר קומפרסורים בע""מ",שירותים,01/11/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,335,ILS,346,3.1792,0,22,670,01/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009946,חשבונית מס כולל מלאי,02/11/2020,5051011,"גלגל אופניים בע""מ",3052640,"גלגל אופניים בע""מ",סוחר,02/11/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,320,ILS,346,7.5145,0,26,320,02/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2009948,חשבונית מס כולל מלאי,02/11/2020,5041397,"ביצי כפר  משנת 1972 בע""מ",4969105,"ביצי כפר  משנת 1972 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",02/11/2010,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,350,ILS,346,-1.1561,0,-4,350,02/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010101,חשבונית מס כולל מלאי,05/11/2020,5026002,"פלוריסטם בע""מ",,"פלוריסטם בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO20001601,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,350,ILS,346,-1.1561,0,-4,350,04/11/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010147,חשבונית מס כולל מלאי,08/11/2020,5051138,גוד נאטוראל,0,גוד נאטוראל,שונות,08/11/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,330,ILS,346,4.6243,0,32,660,08/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010455,חשבונית מס כולל מלאי,16/11/2020,2912001,"פ.מ.ס  מיגון בע""מ",61180,"פ.מ.ס  מיגון בע""מ",יצרן ציוד ומיכון,11094/20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,350,ILS,346,-1.1561,0,-8,700,15/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010454,חשבונית מס כולל מלאי,16/11/2020,3413304,"נייר חדרה בע""מ",3810101,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/20868225,מסיר שומנים מרוכז,25L,חומרי ניקוי ,549100026,4,330,ILS,346,4.6243,0,64,1320,15/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010588,חשבונית מס כולל מלאי,18/11/2020,1000000,א.ש הנדסה לתעשייה,,לקוחות שונים,שירותים,17.11.20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,300,ILS,346,13.2948,0,46,300,17/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010565,חשבונית מס כולל מלאי,18/11/2020,50312169,"חברת אזום בע""מ- תחנת כח",7745255,"חברת אזום בע""מ- תחנת כח",אנרגיה,16196,מסיר שומנים מרוכז,25L,חומרי ניקוי ,13723,4,340,ILS,346,1.7341,0,24,1360,17/11/2020,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010700,חשבונית מס כולל מלאי,22/11/2020,5051138,גוד נאטוראל,0,גוד נאטוראל,שונות,22/11/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,330,ILS,346,4.6243,0,64,1320,22/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2010705,חשבונית מס כולל מלאי,22/11/2020,5040957,דלתא טכנולוגיות,8258306,דלתא טכנולוגיות,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",21/11/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,6,300,ILS,346,13.2948,0,276,1800,22/11/2020,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011055,חשבונית מס כולל מלאי,01/12/2020,58030447,"יפאורה תבורי בע""מ",,"יפאורה תבורי בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4100063685,מסיר שומנים מרוכז,25L,חומרי ניקוי ,99120618,1,300,ILS,346,13.2948,0,46,300,01/12/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011027,חשבונית מס כולל מלאי,01/12/2020,3413304,"נייר חדרה בע""מ",3810101,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,20868438,מסיר שומנים מרוכז,25L,חומרי ניקוי ,549100026,3,330,ILS,346,4.6243,0,48,990,01/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011020,חשבונית מס כולל מלאי,01/12/2020,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3607968,מסיר שומנים מרוכז,25L,חומרי ניקוי ,3208303,2,405,ILS,346,-17.052,0,-118,810,01/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011100,חשבונית מס כולל מלאי,02/12/2020,1000000,אוהד גושן,0,לקוחות שונים,שונות,02.12.20,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,2,300,ILS,300,0,0,0,600,02/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011473,חשבונית מס כולל מלאי,14/12/2020,2112007,סנמינה -SCI מערכות רפואיו,,סנמינה -SCI מערכות רפואיו,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",PE71P841159,מסיר שומנים מרוכז,25L,חומרי ניקוי ,EXP-MAINT,1,300,ILS,300,0,0,0,300,13/12/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011508,חשבונית מס כולל מלאי,14/12/2020,5051138,גוד נאטוראל,0,גוד נאטוראל,שונות,14/12/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,4,330,ILS,346,4.6243,0,64,1320,14/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-23010400-25L,10DVK52.2011872,חשבונית מס כולל מלאי,24/12/2020,1000000,פנטוגראפ המאירי,,לקוחות שונים,עיבוד מתכת ,24/12/2020,מסיר שומנים מרוכז,25L,חומרי ניקוי ,,1,330,ILS,330,0,0,0,330,24/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2007568,חשבונית מס כולל מלאי,23/08/2020,3141001,"טרי בי.ווי. בע""מ",24959,"טרי בי.ווי. בע""מ",תעשיה כימית,6506,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,5,120,ILS,76,-57.8947,0,-220,600,23/08/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2007589,חשבונית מס כולל מלאי,24/08/2020,1000000,כהן חננאל,0,לקוחות שונים,שונות,24.08.20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,2,80,ILS,80,0,0,0,160,24/08/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2007593,חשבונית מס כולל מלאי,24/08/2020,50312221,"עיתון ישראל היום בע""מ",,"עיתון ישראל היום בע""מ",שירותים,LM240820,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,12,65,ILS,76,14.4737,0,132,780,24/08/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2007783,חשבונית מס כולל מלאי,30/08/2020,1000000,"ברדה יזמות בע""מ",,לקוחות שונים,שירותים,30.08.20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,30/08/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008048,חשבונית מס כולל מלאי,06/09/2020,1000000,אומגה שיווק,,לקוחות שונים,שירותים,06.09.20....,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,06/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008163,חשבונית מס כולל מלאי,09/09/2020,1000000,ועד הבית הנגב 8 נתניה,4227426,לקוחות שונים,שונות,09.09.20+,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,80,ILS,80,0,0,0,80,09/09/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008203,חשבונית מס כולל מלאי,10/09/2020,1000000,"יניב דרומי השקעות ופיתוח בע""מ",,לקוחות שונים,שירותים,09.09.20/,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,76,ILS,76,0,0,0,76,09/09/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008264,חשבונית מס כולל מלאי,13/09/2020,5040016,"שחק ושות' כלי יהלום בע""מ",,"שחק ושות' כלי יהלום בע""מ",סוחר,673,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,100,ILS,76,-31.5789,0,-24,100,13/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008451,חשבונית מס כולל מלאי,17/09/2020,3141001,"טרי בי.ווי. בע""מ",24959,"טרי בי.ווי. בע""מ",תעשיה כימית,6552,מסיר שומנים מרוכז,5L,חומרי ניקוי ,R-RGN6011,10,120,ILS,76,-57.8947,0,-440,1200,15/09/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008463,חשבונית מס כולל מלאי,17/09/2020,1000000,דב שקד,0,לקוחות שונים,שונות,17.09.20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,120,ILS,120,0,0,0,120,17/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008507,חשבונית מס כולל מלאי,21/09/2020,1000000,"אר.די בע""מ (פרויקט בי""ח בלינסון)",,לקוחות שונים,שירותים,21.09.20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,50,ILS,50,0,0,0,50,21/09/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2008836,חשבונית מס כולל מלאי,01/10/2020,1000000,דניאל ,0,לקוחות שונים,שונות,01.10.20*,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,70,ILS,70,0,0,0,70,01/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2009114,חשבונית מס כולל מלאי,08/10/2020,1014101,"יחיאל שזר בע""מ",,"יחיאל שזר בע""מ",סוחר,520363753,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,4,50,ILS,76,34.2105,0,104,200,08/10/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2009300,חשבונית מס כולל מלאי,14/10/2020,1000000,ניל אברבנאל,0,לקוחות שונים,תעשיית הנייר וההדפסה,14.10.20.,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,4,60,ILS,76,21.0526,0,64,240,14/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2009512,חשבונית מס כולל מלאי,21/10/2020,3413304,"נייר חדרה בע""מ",3810101,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/20867887,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,8,70,ILS,76,7.8947,0,48,560,20/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2009638,חשבונית מס כולל מלאי,25/10/2020,1014101,"יחיאל שזר בע""מ",,"יחיאל שזר בע""מ",סוחר,520364473,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,50,ILS,76,34.2105,0,26,50,25/10/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2009825,חשבונית מס כולל מלאי,29/10/2020,1000000,משה גיסיס,0,לקוחות שונים,שונות,29.10.20/,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,2,70,ILS,70,0,0,0,140,29/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2009915,חשבונית מס כולל מלאי,02/11/2020,5025126,"אדום (התפלה אשקלון) בע""מ",7872801 ,"אדום (התפלה אשקלון) בע""מ",תעשיה ימית,339702,מסיר שומנים מרוכז,5L,חומרי ניקוי ,ROSE00095A,8,65,ILS,76,14.4737,0,88,520,03/11/2020,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2010007,חשבונית מס כולל מלאי,03/11/2020,1000000,כרמל פלור דיזיין,,לקוחות שונים,סוחר,03.11.20...,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,70,ILS,76,7.8947,0,6,70,03/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2010353,חשבונית מס כולל מלאי,11/11/2020,1000000,"א.י.ת קפה בע""מ",,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",11.11.2020,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,80,ILS,76,-5.2632,0,-4,80,11/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2010375,חשבונית מס כולל מלאי,12/11/2020,2113650,"עשות אשקלון תעשיות בע""מ",,"עשות אשקלון תעשיות בע""מ",עיבוד מתכת ,46939A20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,2,76,ILS,76,0,0,0,152,11/11/2020,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2010418,חשבונית מס כולל מלאי,15/11/2020,1000000,יעקב פלכטמן,0,לקוחות שונים,שונות,15.11.20.,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,70,ILS,76,7.8947,0,6,70,15/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2010686,חשבונית מס כולל מלאי,22/11/2020,3413304,"נייר חדרה בע""מ",3810101,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/20868290,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,8,70,ILS,76,7.8947,0,48,560,19/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2010881,חשבונית מס כולל מלאי,26/11/2020,1000000,מתכת תל יוסף,,לקוחות שונים,עיבוד מתכת ,25.11.20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,2,80,ILS,76,-5.2632,0,-8,160,25/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011180,חשבונית מס כולל מלאי,06/12/2020,5051474,רואי אזולאי השקעות,,רואי אזולאי השקעות,סוחר,LM031220,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,50,ILS,76,34.2105,0,26,50,03/12/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011253,חשבונית מס כולל מלאי,07/12/2020,1000000,איציק אלמליח,0,לקוחות שונים,שונות,07.12.20.,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,80,ILS,76,-5.2632,0,-4,80,07/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011382,חשבונית מס כולל מלאי,09/12/2020,1000000,אטרקטיבי אילת,88510,לקוחות שונים,שירותים,09/12/2020,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,63,ILS,76,17.1053,0,13,63,09/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011544,חשבונית מס כולל מלאי,15/12/2020,1000000,גיל רגב,0,לקוחות שונים,שונות,15.12.20,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,50,ILS,76,34.2105,0,26,50,15/12/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011710,חשבונית מס כולל מלאי,20/12/2020,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,NS201220,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,3,65,ILS,76,14.4737,0,33,195,20/12/2020,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011878,חשבונית מס כולל מלאי,24/12/2020,5051047,"ר.שעל בע""מ",,"ר.שעל בע""מ",שירותים,22/12/2020,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,1,70,ILS,76,7.8947,0,6,70,22/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-20100400-5L,10DVK52.2011936,חשבונית מס כולל מלאי,27/12/2020,1000000,אלכס,0,לקוחות שונים,שונות,27/12/20.,מסיר שומנים מרוכז,5L,חומרי ניקוי ,,2,76,ILS,76,0,0,0,152,27/12/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6011-42310400-750ML,10DVK52.2008178,חשבונית מס כולל מלאי,10/09/2020,5051318,"לויתן סחר ומוצרים חקלאיים בע""מ",,"לויתן סחר ומוצרים חקלאיים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",08/09/2020,מסיר שומנים מרוכז,750ML,חומרי ניקוי ,,24,13,ILS,19,31.5789,0,144,312,08/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-42310400-750ML,10DVK52.2008697,חשבונית מס כולל מלאי,24/09/2020,5041429,"ורידיס איכות הסביבה אר.די.אפ בע""מ",4672521 ,"ורידיס איכות הסביבה אר.די.אפ בע""מ",תעשיה כימית,18118,מסיר שומנים מרוכז,750ML,חומרי ניקוי ,,12,16,ILS,19,15.7895,0,36,192,22/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6011-42310400-750ML,10DVK52.2009135,חשבונית מס כולל מלאי,11/10/2020,3113201,חברת לוג - מוצרים פלסטיים,,חברת לוג - מוצרים פלסטיים,תעשיה כימית,po201437,מסיר שומנים מרוכז,750ML,חומרי ניקוי ,T97,18,24,ILS,19,-26.3158,0,-90,432,08/10/2020,"רוטל דבקים וכימיקלים בע""מ",דרור אילת,3,2042,חמרי ניקוי
