קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,
RGN-3312-1L,10DVK52.1903781,חשבונית מס כולל מלאי,01/05/2019,5051048,אספרסו בסאל,,אספרסו בסאל,"תעשית המזון, הפארמה והקוסמטיקה",29/04/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,120,14,ILS,21,33.3333,0,840,1680,29/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,655
GLG-3312-20100000-5L,10DVK52.1903941,חשבונית מס כולל מלאי,05/05/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,01.05.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,10,45,ILS,95,52.6316,0,500,450,01/05/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,113
RGN-3312-1L,10DVK52.1903941,חשבונית מס כולל מלאי,05/05/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,01.05.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,20,10,ILS,21,52.381,0,220,200,01/05/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,188
GLG-3312-23010000-25L,10DVK52.1903949,חשבונית מס כולל מלאי,06/05/2019,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",89380,ממיס ומסיר אבנית,N,חומרי ניקוי ,9146215,3,330,ILS,473,30.2326,0,429,990,05/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,10
GLG-3312-10000000-200L,10DVK52.1903969,חשבונית מס כולל מלאי,06/05/2019,5121006,"ווייבלנגת' אנטרפרייזס בע""",4939037 ,"ווייבלנגת' אנטרפרייזס בע""",תעשיה כימית,4006093564,ממיס ומסיר אבנית,N,חומרי ניקוי ,40E99999999,4,1950,ILS,3570,45.3782,0,6480,7800,05/05/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,489
GLG-3312-20100000-5L,10DVK52.1903793,חשבונית מס כולל מלאי,01/05/2019,2613401,"נטפים בע""מ",6789205 ,"נטפים בע""מ",תעשיה כימית,2900305702,ממיס ומסיר אבנית,N,חומרי ניקוי ,98040-014620,6,55,ILS,95,42.1053,0,240,330,07/05/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,492
GLG-3312-20100000-5L,10DVK52.1904210,חשבונית מס כולל מלאי,14/05/2019,5121224,"מרכז רפואי רבין בי""ח בלינ",4941492 ,"מרכז רפואי רבין בי""ח בלינ",שירותים,53760401,ממיס ומסיר אבנית,N,חומרי ניקוי ,1000069416,4,60,ILS,95,36.8421,0,140,240,12/05/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,348
GLG-3312-20100000-5L,10DVK52.1904221,חשבונית מס כולל מלאי,14/05/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,13.05.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,10,45,ILS,95,52.6316,0,500,450,13/05/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,114
GLG-3312-23010000-25L,10DVK52.1904345,חשבונית מס כולל מלאי,20/05/2019,5051059,"מאיר את בייגל תעשיות  בע""מ",,"מאיר את בייגל תעשיות  בע""מ","תעשית המזון, הפארמה והקוסמטיקה",2800,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,330,ILS,473,30.2326,0,286,660,19/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,559
GLG-3312-23010000-25L,10DVK52.1904348,חשבונית מס כולל מלאי,20/05/2019,5030270,"סלע רם לירן בע""מ",,"סלע רם לירן בע""מ",סוחר,9752,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,290,ILS,473,38.6892,0,183,290,20/05/2019,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי,701
GLG-3312-23010000-25L,10DVK52.1904444,חשבונית מס כולל מלאי,21/05/2019,5041494,"דור אביב מכונות שתיה בע""מ",4809110,"דור אביב מכונות שתיה בע""מ",שירותים,21/05/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,300,ILS,473,36.5751,0,346,600,21/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,358
RGN-3312-1L,10DVK52.1904561,חשבונית מס כולל מלאי,26/05/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,26.05.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,20,10,ILS,21,52.381,0,220,200,26/05/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,189
GLG-3312-23010000-25L,10DVK52.1904614,חשבונית מס כולל מלאי,28/05/2019,5041777,"זלמן סודקביץ ובניו בע""מ",4672521 ,"זלמן סודקביץ ובניו בע""מ",אנרגיה,26/05/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,225,ILS,473,52.4313,0,248,225,26/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,702
GLG-3312-20100000-5L,10DVK52.1904971,חשבונית מס כולל מלאי,06/06/2019,5042056,חסון שיווק חומרי ניקוי ומ,,חסון שיווק חומרי ניקוי ומ,סוחר,04/06/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,4,65,ILS,95,31.5789,0,120,260,04/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,689
GLG-3312-23010000-25L,10DVK52.1904970,חשבונית מס כולל מלאי,06/06/2019,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",90693,ממיס ומסיר אבנית,N,חומרי ניקוי ,9146215,3,330,ILS,473,30.2326,0,429,990,04/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,11
GLG-3312-23010000-25L,10DVK52.1904997,חשבונית מס כולל מלאי,10/06/2019,1000000,"הול אין אופיס בע""מ",,לקוחות שונים,שירותים,10.06.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,350,ILS,473,26.0042,0,123,350,10/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,703
RGN-3312-1L,10DVK52.1905694,חשבונית מס כולל מלאי,01/07/2019,5041792,"אי.בר-מים בע""מ",,"אי.בר-מים בע""מ",שירותים,16/06/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,160,14,ILS,21,33.3333,0,1120,2240,16/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,459
RGN-3312-1L,10DVK52.1905466,חשבונית מס כולל מלאי,23/06/2019,1000000,ארונצ'יק איוון,0,לקוחות שונים,שונות,19.06.19...,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,14,ILS,21,33.3333,0,14,28,19/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,943
GLG-3312-01000000-1000L,10DVK52.1905497,חשבונית מס כולל מלאי,23/06/2019,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,r190000188,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,7500,ILS,16800,55.3571,0,9300,7500,19/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,337
GLG-3312-23010000-25L,10DVK52.1905736,חשבונית מס כולל מלאי,01/07/2019,5122222,מעלה הכרמל מרכז רפואי לבר,3092706 ,מעלה הכרמל מרכז רפואי לבריאות הנפש,שירותים,20177279,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,275,ILS,473,41.8605,0,198,275,01/07/2019,"רוטל דבקים וכימיקלים בע""מ",זיו פחימפור,3,2042,חמרי ניקוי,359
GLG-3312-20100000-5L,10DVK52.1905701,חשבונית מס כולל מלאי,01/07/2019,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900311708,ממיס ומסיר אבנית,N,חומרי ניקוי ,98040-014620,8,55,ILS,95,42.1053,0,320,440,02/07/2019,"רוטל דבקים וכימיקלים בע""מ",זיו פחימפור,3,2042,חמרי ניקוי,493
GLG-3312-23010000-25L,10DVK52.1905793,חשבונית מס כולל מלאי,03/07/2019,5030270,"סלע רם לירן בע""מ",,"סלע רם לירן בע""מ",סוחר,11539,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,290,ILS,473,38.6892,0,183,290,03/07/2019,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי,704
RGN-3312-1L,10DVK52.1906042,חשבונית מס כולל מלאי,09/07/2019,5051048,אספרסו בסאל,,אספרסו בסאל,"תעשית המזון, הפארמה והקוסמטיקה",08/07/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,120,14,ILS,21,33.3333,0,840,1680,08/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,656
GLG-3312-23010000-25L,10DVK52.1906044,חשבונית מס כולל מלאי,09/07/2019,5122222,מעלה הכרמל מרכז רפואי לבר,3092706 ,מעלה הכרמל מרכז רפואי לבריאות הנפש,שירותים,20177267,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,275,ILS,473,41.8605,0,198,275,08/07/2019,"רוטל דבקים וכימיקלים בע""מ",זיו פחימפור,3,2042,חמרי ניקוי,360
RGN-3312-1L,10DVK52.1906400,חשבונית מס כולל מלאי,21/07/2019,1000000,איוון ארונצ'יק,0,לקוחות שונים,שונות,17.07.19..,ממיס ומסיר אבנית,N,חומרי ניקוי ,,12,14,ILS,21,33.3333,0,84,168,17/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,944
RGN-3312-1L,10DVK61.1900181,חשבונית זיכוי,29/07/2019,1000000,איוון ארונצ'יק,0,לקוחות שונים,שונות,17.07.19..,ממיס ומסיר אבנית,N,חומרי ניקוי ,,-12,14,ILS,21,33.3333,0,84,-168,17/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,945
GLG-3312-23010000-25L,10DVK52.1906474,חשבונית מס כולל מלאי,23/07/2019,5041777,"זלמן סודקביץ ובניו בע""מ",4672521 ,"זלמן סודקביץ ובניו בע""מ",אנרגיה,22.07.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,4,225,ILS,473,52.4313,0,992,900,23/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,705
GLG-3312-20100000-5L,10DVK52.1906601,חשבונית מס כולל מלאי,28/07/2019,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900315007,ממיס ומסיר אבנית,N,חומרי ניקוי ,98040-014620,8,55,ILS,95,42.1053,0,320,440,24/07/2019,"רוטל דבקים וכימיקלים בע""מ",זיו פחימפור,3,2042,חמרי ניקוי,494
GLG-3312-23010000-25L,10DVK52.1906773,חשבונית מס כולל מלאי,04/08/2019,2413301,"מקורות בע""מ-מרחב צפון",,"מקורות בע""מ-מרחב צפון",שירותים,4500414615,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,295,ILS,334,11.6766,0,39,295,01/08/2019,"רוטל דבקים וכימיקלים בע""מ",זיו פחימפור,3,2042,חמרי ניקוי,361
GLG-3312-23010000-25L,10DVK52.1906774,חשבונית מס כולל מלאי,04/08/2019,5025753,"יקבי רמת הגולן בע""מ",,"יקבי רמת הגולן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",YL040819A,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,334,ILS,334,0,0,0,334,04/08/2019,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי,561
GLG-3312-20100000-5L,10DVK52.1906911,חשבונית מס כולל מלאי,07/08/2019,5041543,רותם,0,תשתיות אש מים,שונות,06/08/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,65,ILS,70,7.1429,0,10,130,06/08/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,690
GLG-3312-23010000-25L,10DVK52.1906925,חשבונית מס כולל מלאי,07/08/2019,5041494,"דור אביב מכונות שתיה בע""מ",4809110,"דור אביב מכונות שתיה בע""מ",שירותים,06/08/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,300,ILS,334,10.1796,0,68,600,06/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,362
GLG-3312-20100000-5L,10DVK52.1907040,חשבונית מס כולל מלאי,12/08/2019,1000000,איתמר חכים,0,לקוחות שונים,שונות,11.08.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,70,ILS,70,0,0,0,140,11/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,691
GLG-3312-23010000-25L,10DVK52.1903506,חשבונית מס כולל מלאי,18/04/2019,1000000,מאפיית טאוברד,,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",18.04.19.,ממיס ומסיר אבנית,N,חומרי ניקוי ,,4,330,ILS,473,30.2326,0,572,1320,14/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,700
GLG-3312-20100000-5L,10DVK52.1907451,חשבונית מס כולל מלאי,25/08/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,21.08.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,10,45,ILS,70,35.7143,0,250,450,21/08/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,116
GLG-3312-20100000-5L,10DVK52.1907582,חשבונית מס כולל מלאי,28/08/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,27.08.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,10,45,ILS,70,35.7143,0,250,450,27/08/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,117
GLG-3312-23010000-25L,10DVK52.1907582,חשבונית מס כולל מלאי,28/08/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,27.08.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,4,225,ILS,334,32.6347,0,436,900,27/08/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,124
GLG-3312-01000000-1000L,10DVK52.1907726,חשבונית מס כולל מלאי,02/09/2019,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,r190000277,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,7500,ILS,9350,19.7861,0,1850,7500,01/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,338
GLG-3312-20100000-5L,11.051.19000036,חשבונית יצוא,02/09/2019,5051135,Veneto Fragrance Corp,33168,Veneto Fragrance Corp,שונות,RGN Samples,ממיס ומסיר אבנית,N,חומרי ניקוי ,,1,5,USD,17.675,0,0,0,17.68,03/09/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,692
GLG-3312-20100000-5L,10DVK52.1907799,חשבונית מס כולל מלאי,04/09/2019,5051142,עזרא דוד צדוק,0,עזרא דוד צדוק,שונות,03/09/2019,ממיס ומסיר אבנית,N,חומרי ניקוי ,,4,55,ILS,70,21.4286,0,60,220,03/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,693
GLG-3312-20100000-5L,10DVK52.1907924,חשבונית מס כולל מלאי,08/09/2019,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,05.09.19,ממיס ומסיר אבנית,N,חומרי ניקוי ,,10,45,ILS,70,35.7143,0,250,450,05/09/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,118
GLG-8612-23010000-25L,10DVK52.1900821,חשבונית מס כולל מלאי,27/01/2019,5042097,"אליעז בנימינה (18-18) בע""מ",,"אליעז בנימינה (18-18) בע""מ","תעשית המזון, הפארמה והקוסמטיקה",po19000054,ממיס ומסיר דבק,N,חומרי ניקוי ,,2,1550,ILS,1958,20.8376,0,816,3100,24/01/2009,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,647
RGN-8612-500M,10DVK52.1900501,חשבונית מס כולל מלאי,16/01/2019,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6178,ממיס ומסיר דבק,N,חומרי ניקוי ,ZZ102,20,23.05,ILS,23.05,0,0,0,461,31/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,300
GLG-8612-23010000-25L,10DVK52.1900341,חשבונית מס כולל מלאי,13/01/2019,5042097,"אליעז בנימינה (18-18) בע""מ",,"אליעז בנימינה (18-18) בע""מ","תעשית המזון, הפארמה והקוסמטיקה",po19000021,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,1550,ILS,1958,20.8376,0,408,1550,10/01/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,645
RGN-8612-1L,10DVK52.1900736,חשבונית מס כולל מלאי,23/01/2019,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3540224,ממיס ומסיר דבק,N,חומרי ניקוי ,3208203,10,72,ILS,87,17.2414,0,150,720,15/01/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,685
RGN-8612-1L,10DVK52.1900609,חשבונית מס כולל מלאי,20/01/2019,5042011,קפה גילמן,,קפה גיל,"תעשית המזון, הפארמה והקוסמטיקה",17/01/2019,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,100,ILS,87,-14.9425,0,-13,100,17/01/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,1060
GLG-8612-23010000-25L,10DVK52.1900721,חשבונית מס כולל מלאי,23/01/2019,5042097,"אליעז בנימינה (18-18) בע""מ",,"אליעז בנימינה (18-18) בע""מ","תעשית המזון, הפארמה והקוסמטיקה",po19000049,ממיס ומסיר דבק,N,חומרי ניקוי ,,2,1550,ILS,1958,20.8376,0,816,3100,23/01/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,646
GLG-8612-23010000-25L,10DVK52.1901531,חשבונית מס כולל מלאי,17/02/2019,5051016,משרד האוצר המפיס הלאומי ,,משרד האוצר המדפיס הלאומי,תעשיית הנייר וההדפסה,4501700030,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,1500,ILS,1500,0,0,0,1500,12/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,900
RGN-8612-1L,10DVK52.1901635,חשבונית מס כולל מלאי,19/02/2019,5025499,"קרמר אלקטרוניקה בע""מ",,"קרמר אלקטרוניקה בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",19097000792,ממיס ומסיר דבק,N,חומרי ניקוי ,2921-000071,5,87,ILS,87,0,0,0,435,17/02/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,111
GLG-8612-23010000-25L,10DVK52.1902051,חשבונית מס כולל מלאי,05/03/2019,5025450,החברה המרכזית לייצור משקא,5110401,החברה המרכזית לייצור משקא,"תעשית המזון, הפארמה והקוסמטיקה",4222224,ממיס ומסיר דבק,N,חומרי ניקוי ,3208203,1,1800,ILS,1958,8.0695,0,158,1800,27/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,648
GLG-8612-20100000-5L,10DVK52.1902209,חשבונית מס כולל מלאי,10/03/2019,5041286,"נביעות- טבע הגליל בע""מ",,"נביעות- טבע הגליל בע""מ","תעשית המזון, הפארמה והקוסמטיקה",9078676,ממיס ומסיר דבק,N,חומרי ניקוי ,3105163,1,360,ILS,414,13.0435,0,54,360,06/03/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,636
GLG-8612-20100000-5L,10DVK52.1902778,חשבונית מס כולל מלאי,27/03/2019,5041486,"אדסקיי בע""מ",,"אדסקיי בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",po19000116,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,370,ILS,414,10.628,0,44,370,25/03/2019,"רוטל דבקים וכימיקלים בע""מ",דרור אילת,3,2042,חמרי ניקוי,104
GLG-8612-20100000-5L,10DVK52.1902946,חשבונית מס כולל מלאי,02/04/2019,5040866,"מי עדן בר ש.מ.ר בע""מ",4951787 ,"מי עדן בר ש.מ.ר בע""מ- לא לשימוש","תעשית המזון, הפארמה והקוסמטיקה",4500168447,ממיס ומסיר דבק,N,חומרי ניקוי ,900508,5,365,ILS,414,11.8357,0,245,1825,02/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,637
GLG-8612-20100000-5L,10DVK52.1904009,חשבונית מס כולל מלאי,06/05/2019,5051043,דרך ארץ המפעיל- כביש 6,,דרך ארץ המפעיל- כביש 6,שירותים,50400675,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,330,ILS,414,20.2899,0,84,330,08/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,455
RGN-8612-1L,10DVK52.1903403,חשבונית מס כולל מלאי,16/04/2019,5121224,"מרכז רפואי רבין בי""ח בלינ",4941492 ,"מרכז רפואי רבין בי""ח בלינ",שירותים,53723471,ממיס ומסיר דבק,N,חומרי ניקוי ,1000024482,10,68,ILS,87,21.8391,0,190,680,11/04/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,479
RGN-8612-500M,10DVK52.1903526,חשבונית מס כולל מלאי,21/04/2019,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6329,ממיס ומסיר דבק,N,חומרי ניקוי ,ZZ102,20,23.05,ILS,23.05,0,0,0,461,11/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,301
GLG-8612-20100000-5L,10DVK52.1903367,חשבונית מס כולל מלאי,15/04/2019,1000000,ש.א טכנולוגיות ,,לקוחות שונים,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",15.04.19,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,310,ILS,414,25.1208,0,104,310,15/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,897
GLG-8612-23010000-25L,10DVK52.1903717,חשבונית מס כולל מלאי,01/05/2019,5025450,החברה המרכזית לייצור משקא,5110401,החברה המרכזית לייצור משקא,"תעשית המזון, הפארמה והקוסמטיקה",4224260,ממיס ומסיר דבק,N,חומרי ניקוי ,3208203,1,1800,ILS,1958,8.0695,0,158,1800,24/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,649
GLG-8612-20100000-5L,10DVK52.1903748,חשבונית מס כולל מלאי,01/05/2019,5051051,"מבט ראשון פרסום חוצות בע""מ",,"מבט ראשון פרסום חוצות בע""מ",תעשיית הנייר וההדפסה,30/04/2019,ממיס ומסיר דבק,N,חומרי ניקוי ,,2,350,ILS,414,15.4589,0,128,700,01/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,543
GLG-8612-20100000-5L,10DVK52.1903760,חשבונית מס כולל מלאי,01/05/2019,5041286,"נביעות- טבע הגליל בע""מ",,"נביעות- טבע הגליל בע""מ","תעשית המזון, הפארמה והקוסמטיקה",9081026,ממיס ומסיר דבק,N,חומרי ניקוי ,3105163,1,360,ILS,414,13.0435,0,54,360,01/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,638
GLG-8612-20100000-5L,10DVK52.1903960,חשבונית מס כולל מלאי,06/05/2019,5051054,פרסום רוטשטיין בעמ',,פרסום רוטשטיין בעמ',שירותים,02/05/2019,ממיס ומסיר דבק,N,חומרי ניקוי ,,4,320,ILS,414,22.7053,0,376,1280,02/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,454
RGN-8612-1L,10DVK52.1903914,חשבונית מס כולל מלאי,05/05/2019,1000000,"קרטגו - מש בע""מ",,לקוחות שונים,שירותים,5.5.19,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,05/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,1061
RGN-8612-500M,10DVK52.1904043,חשבונית מס כולל מלאי,07/05/2019,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,06/05/2019,ממיס ומסיר דבק,N,חומרי ניקוי ,,12,35,ILS,35,0,0,0,420,06/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,302
GLG-8612-20100000-5L,10DVK52.1904496,חשבונית מס כולל מלאי,23/05/2019,1000000,שלג לבן,,לקוחות שונים,שירותים,23.05.19,ממיס ומסיר דבק,N,חומרי ניקוי ,,1,340,ILS,414,17.8744,0,74,340,23/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,898
GLG-8612-20100000-5L,10DVK52.1905185,חשבונית מס כולל מלאי,13/06/2019,5051054,פרסום רוטשטיין בעמ',,פרסום רוטשטיין בעמ',שירותים,13/06/2019,ממיס ומסיר דבק,N,חומרי ניקוי ,,4,320,ILS,414,22.7053,0,376,1280,13/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,456
GLG-8612-20100000-5L,10DVK52.1905432,חשבונית מס כולל מלאי,20/06/2019,5041286,"נביעות- טבע הגליל בע""מ",,"נביעות- טבע הגליל בע""מ","תעשית המזון, הפארמה והקוסמטיקה",9083708,ממיס ומסיר דבק,N,חומרי ניקוי ,3105163,1,360,ILS,414,13.0435,0,54,360,19/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,639
