קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,מסד
GLG-3317-23010000-25L,FIN.11/014700,חשבונית מס כולל מלאי,15/05/2018,5041319,קרמה פלוס סוכנויות קפה בע,,קרמה פלוס סוכנויות קפה בע,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",15.05.18,מסיר אבנית ללא הקצפה וריח,N,,,2,300,ILS,338,0,0,0,600,15/05/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,150
GLG-3317-23010000-25L,FIN.11/020270,חשבונית מס כולל מלאי,12/11/2018,5041319,קרמה פלוס סוכנויות קפה בע,,קרמה פלוס סוכנויות קפה בע,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",12.11.18,מסיר אבנית ללא הקצפה וריח,N,,,2,300,ILS,338,0,0,0,600,12/11/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,181
RGN-3312EL-750ML,FIN.11/011164,חשבונית מס כולל מלאי,21/01/2018,5041840,מפתח צול,4336003,מפתח צול,סוחר,15/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,24,14,ILS,15,0,0,0,336,15/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,669
GLG-3317-23010000-25L,FIN.11/011138,חשבונית מס כולל מלאי,21/01/2018,5041841,"משה קילופים בע""מ",,"משה קילופים בע""מ",סוחר,17/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,17/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,138
GLG-3317-23010000-25L,FIN.11/011610,חשבונית מס כולל מלאי,05/02/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,04.02.18,מסיר אבנית ללא הקצפה וריח,N,,,1,270,ILS,338,0,0,0,270,04/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,140
RGN-3312EL-750ML,FIN.11/011894,חשבונית מס כולל מלאי,12/02/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,08/02/2018,מסיר אבנית ללא הקצפה וריח,N,,,24,13,ILS,15,0,0,0,312,08/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,672
GLG-3317-23010000-25L,FIN.11/013905,חשבונית מס כולל מלאי,18/04/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,17.4.18,מסיר אבנית ללא הקצפה וריח,N,,,3,270,ILS,338,0,0,0,810,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,146
RGN-3312EL-250ML,FIN.11/014401,חשבונית מס כולל מלאי,03/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,מסיר אבנית ללא הקצפה וריח,N,,ZZ108,96,5.48,ILS,0,0,0,0,526.08,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,661
RGN-3312EL-750ML,FIN.11/015325,חשבונית מס כולל מלאי,03/06/2018,5041949,"בס""ד בריאות מהטבע",4959127 ,"בס""ד בריאות מהטבע",סוחר,10/05/2018,מסיר אבנית ללא הקצפה וריח,N,,,12,13,ILS,15,0,0,0,156,10/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,674
GLG-3317-23010000-25L,FIN.11/015150,חשבונית מס כולל מלאי,29/05/2018,1000000,יצחק וערן לוי אחזקות,,לקוחות שונים,סוחר,29.05.18,מסיר אבנית ללא הקצפה וריח,N,,,5,330,ILS,338,0,0,0,1650,29/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,153
GLG-3317-20100000-5L,FIN.11/015437,חשבונית מס כולל מלאי,05/06/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,04.06.18,מסיר אבנית ללא הקצפה וריח,N,,,15,45,ILS,72,0,0,0,675,04/06/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,122
GLG-3317-23010000-25L,FIN.11/015789,חשבונית מס כולל מלאי,17/06/2018,1000000,"כוכב הכלים בע""מ",,לקוחות שונים,סוחר,14/06/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,14/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,155
GLG-3317-23010000-25L,FIN.11/015916,חשבונית מס כולל מלאי,19/06/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,19/06/2018,מסיר אבנית ללא הקצפה וריח,N,,,2,270,ILS,338,0,0,0,540,19/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,157
RGN-3312EL-750ML,FIN.11/017123,חשבונית מס כולל מלאי,30/07/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,29/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,12,10,ILS,15,0,0,0,120,29/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,675
GLG-3317-20100000-5L,FIN.11/017412,חשבונית מס כולל מלאי,07/08/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,07/08/2018,מסיר אבנית ללא הקצפה וריח,N,,,8,50,ILS,72,0,0,0,400,07/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,129
GLG-3317-23010000-25L,FIN.11/017718,חשבונית מס כולל מלאי,15/08/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,15/08/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,270,ILS,338,0,0,0,270,15/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,167
RGN-3312EL-750ML,FIN.11/017990,חשבונית מס כולל מלאי,23/08/2018,5042039,עוצמה שיווק מוצרי צריכה ב,9123101,עוצמה שיווק מוצרי צריכה ב,סוחר,19/08/2018,מסיר אבנית ללא הקצפה וריח,N,,,24,9,ILS,15,0,0,0,216,19/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,677
RGN-3312EL-750ML,FIN.11/018730,חשבונית מס כולל מלאי,26/09/2018,5042039,עוצמה שיווק מוצרי צריכה ב,9123101,עוצמה שיווק מוצרי צריכה ב,סוחר,7336,מסיר אבנית ללא הקצפה וריח,N,,,36,9,ILS,15,0,0,0,324,20/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,679
GLG-3317-23010000-25L,FIN.11/018933,חשבונית מס כולל מלאי,04/10/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,03/10/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,215,ILS,338,0,0,0,215,03/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,172
RGN-3312EL-750ML,FIN.11/020716,חשבונית מס כולל מלאי,26/11/2018,5042039,עוצמה שיווק מוצרי צריכה ב,9123101,עוצמה שיווק מוצרי צריכה ב,סוחר,8039,מסיר אבנית ללא הקצפה וריח,N,,4018,24,9,ILS,15,0,0,0,216,19/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,680
GLG-3317-23010000-25L,10DVK52.1800105,חשבונית מס כולל מלאי,10/12/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,43143,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,270,ILS,338,20.1183,0,136,540,02/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,186
GLG-3317-23010000-25L,FIN.11/019197,חשבונית מס כולל מלאי,10/10/2018,5025805,"כל כיפוף בע""מ",49513,"כל כיפוף בע""מ",עיבוד מתכת ,09/10/2018,מסיר אבנית ללא הקצפה וריח,N,,,2,350,ILS,338,0,0,0,700,09/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,174
RGN-3312EL-500ML,FIN.11/012832,חשבונית מס כולל מלאי,14/03/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100474,מסיר אבנית ללא הקצפה וריח,N,,13716111051,48,5.9,ILS,8,0,0,0,283.2,22/02/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,662
RGN-3312EL-750ML,FIN.11/013323,חשבונית מס כולל מלאי,28/03/2018,1000000,טל קורן,0,לקוחות שונים,שונות,27/03/2018,מסיר אבנית ללא הקצפה וריח,N,,,12,26,ILS,15,0,0,0,312,27/03/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,673
RGN-3312EL-500ML,FIN.11/013797,חשבונית מס כולל מלאי,16/04/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100479,מסיר אבנית ללא הקצפה וריח,N,,13716111051,24,5.9,ILS,8,0,0,0,141.6,10/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,663
GLG-3317-20100000-5L,FIN.11/013821,חשבונית מס כולל מלאי,16/04/2018,1000000,עוצמה חיים לוי,0,לקוחות שונים,שונות,16.04.18,מסיר אבנית ללא הקצפה וריח,N,,,1,70,ILS,72,0,0,0,70,16/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,119
GLG-3317-23010000-25L,FIN.11/013929,חשבונית מס כולל מלאי,22/04/2018,5041396,מוחמד גנאים,,מוחמד גנאים,שונות,17.04.18,מסיר אבנית ללא הקצפה וריח,N,,,2,300,ILS,338,0,0,0,600,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,147
RGN-3312EL-500ML,FIN.11/015215,חשבונית מס כולל מלאי,31/05/2018,5041875,"המילניום רפואה טבעית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100485,מסיר אבנית ללא הקצפה וריח,N,,13716111051,60,5.9,ILS,8,0,0,0,354,09/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,665
GLG-3317-20100000-5L,FIN.11/015270,חשבונית מס כולל מלאי,03/06/2018,1000000,פיני עמית,0,לקוחות שונים,שונות,27.05.18,מסיר אבנית ללא הקצפה וריח,N,,,3,60,ILS,72,0,0,0,180,27/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,121
GLG-3317-20100000-5L,FIN.11/015438,חשבונית מס כולל מלאי,05/06/2018,1000000,מיכאל מדבדסקי,0,לקוחות שונים,שונות,05/06/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,100,ILS,72,0,0,0,100,05/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,123
GLG-3317-20100000-5L,FIN.11/015448,חשבונית מס כולל מלאי,05/06/2018,1000000,מיכאל מדבדסקי,0,לקוחות שונים,שונות,05/06/18.,מסיר אבנית ללא הקצפה וריח,N,,,1,100,ILS,72,0,0,0,100,05/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,125
GLG-3317-20100000-5L,FIN.11/020579,חשבונית מס כולל מלאי,21/11/2018,1000000,אדוארד,0,לקוחות שונים,שונות,21/11/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,100,ILS,72,0,0,0,100,21/11/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,132
GLG-3317-20100000-5L,FIN.11/010897,חשבונית מס כולל מלאי,11/01/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,08/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,08/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,113
RGN-3312EL-750ML,FIN.11/011140,חשבונית מס כולל מלאי,21/01/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,18/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,12,18,ILS,15,0,0,0,216,18/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,668
GLG-3317-20100000-5L,FIN.11/011280,חשבונית מס כולל מלאי,24/01/2018,1000000,פז גז טירה,,לקוחות שונים,שירותים,24.1.18,מסיר אבנית ללא הקצפה וריח,N,,,2,60,ILS,72,0,0,0,120,24/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,114
GLG-3317-23010000-25L,FIN.11/011714,חשבונית מס כולל מלאי,07/02/2018,5030279,מדגרות י. בראון ובניו קב',,"י.בראון ובניו ובע""מ",שירותים,07/02/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,340,ILS,338,0,0,0,340,07/02/2018,"רוטל דבקים וכימיקלים בע""מ",נרי רביד,0,,,141
GLG-3317-20100000-5L,FIN.11/011868,חשבונית מס כולל מלאי,12/02/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,11/02/2018,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,11/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,116
GLG-3317-20100000-5L,FIN.11/012661,חשבונית מס כולל מלאי,08/03/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,06/03/2018,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,06/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,117
GLG-3317-20100000-5L,FIN.11/012941,חשבונית מס כולל מלאי,18/03/2018,5041897,"גזים יעוץ ושירותים בע""מ",,"גזים יעוץ ושירותים בע""מ",שירותים,18/03/2018,מסיר אבנית ללא הקצפה וריח,N,,,3,65,ILS,72,0,0,0,195,18/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,118
GLG-3317-20100000-5L,FIN.11/014064,חשבונית מס כולל מלאי,25/04/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,23.04.18,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,23/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,120
RGN-3312EL-500ML,FIN.11/014357,חשבונית מס כולל מלאי,02/05/2018,5041450,ניסן שרותי תיקונים,,ניסן שרותי תיקונים,שירותים,01/05/2018,מסיר אבנית ללא הקצפה וריח,N,,,60,10,ILS,8,0,0,0,600,01/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,664
GLG-3317-20100000-5L,FIN.11/015444,חשבונית מס כולל מלאי,05/06/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,04/06/2018,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,04/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,124
GLG-3317-23010000-25L,FIN.11/016062,חשבונית מס כולל מלאי,24/06/2018,5041987,יקיר אינסטלציה,,יקיר אינסטלציה,שירותים,24.06.18,מסיר אבנית ללא הקצפה וריח,N,,,5,300,ILS,338,0,0,0,1500,24/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,158
GLG-3317-20100000-5L,FIN.11/016073,חשבונית מס כולל מלאי,24/06/2018,1000000,"סילטק ויז'ו אינוסטמנת בע""",,לקוחות שונים,שירותים,24.06.18,מסיר אבנית ללא הקצפה וריח,N,,,2,80,ILS,72,0,0,0,160,24/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,126
GLG-3317-20100000-5L,FIN.11/016292,חשבונית מס כולל מלאי,02/07/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,01/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,01/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,127
RGN-3312EL-500ML,FIN.11/017139,חשבונית מס כולל מלאי,30/07/2018,5041738,"צ.פרש קפה בע""מ",,"צ.פרש קפה בע""מ",שירותים,29/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,120,8,ILS,8,0,0,0,960,29/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,666
RGN-3312EL-750ML,FIN.11/017216,חשבונית מס כולל מלאי,01/08/2018,5041734,יצחק מנחם תיקוני ברזים ונ,,יצחק מנחם תיקוני ברזים ונ,שירותים,30.07.18,מסיר אבנית ללא הקצפה וריח,N,,,12,15,ILS,15,0,0,0,180,30/07/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,676
GLG-3317-20100000-5L,FIN.11/017371,חשבונית מס כולל מלאי,06/08/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,05/08/2018,מסיר אבנית ללא הקצפה וריח,N,,,20,48,ILS,72,0,0,0,960,05/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,128
GLG-3317-20100000-5L,FIN.11/018198,חשבונית מס כולל מלאי,02/09/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,27/08/2018,מסיר אבנית ללא הקצפה וריח,N,,,40,48,ILS,72,0,0,0,1920,27/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,130
RGN-3312EL-750ML,FIN.11/018225,חשבונית מס כולל מלאי,02/09/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,02/09/2018,מסיר אבנית ללא הקצפה וריח,N,,,24,18,ILS,15,0,0,0,432,02/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,678
GLG-3317-20100000-5L,FIN.11/019275,חשבונית מס כולל מלאי,14/10/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,11/10/2018,מסיר אבנית ללא הקצפה וריח,N,,,30,48,ILS,72,0,0,0,1440,11/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,131
GLG-3317-23010000-25L,FIN.11/019531,חשבונית מס כולל מלאי,21/10/2018,1000000,"ורד בגליל בע""מ",,לקוחות שונים,שירותים,21.10.18.,מסיר אבנית ללא הקצפה וריח,N,,,2,350,ILS,338,0,0,0,700,21/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,178
RGN-3312EL-1L,FIN.11/020301,חשבונית מס כולל מלאי,13/11/2018,5041792,"אי.בר-מים בע""מ",,"אי.בר-מים בע""מ",שירותים,11/11/2018,מסיר אבנית ללא הקצפה וריח,N,,,100,14,ILS,15,0,0,0,1400,11/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,659
GLG-3317-23010000-25L,FIN.11/020851,חשבונית מס כולל מלאי,02/12/2018,5041741,"משרד הבריאות בי""ח מזרע",,"משרד הבריאות בי""ח מזרע",שירותים,20825034,מסיר אבנית ללא הקצפה וריח,N,,,1,320,ILS,338,0,0,0,320,26/11/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,183
GLG-3317-20100000-5L,FIN.11/020978,חשבונית מס כולל מלאי,04/12/2018,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,02/12/2018,מסיר אבנית ללא הקצפה וריח,N,,,30,48,ILS,72,0,0,0,1440,02/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,133
GLG-3317-20100000-5L,FIN.11/011475,חשבונית מס כולל מלאי,01/02/2018,5040381,"ר.א.מ יציקות בע""מ",,"ר.א.מ יציקות בע""מ",תעשיה כימית,08/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,75,ILS,72,0,0,0,75,08/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,115
GLG-3317-10000000-200L,FIN.11/012256,חשבונית מס כולל מלאי,25/02/2018,5122103,"תוסף קומפאונדס בע""מ",4283000,"תוסף קומפאונדס בע""מ",תעשיה כימית,18M00538,מסיר אבנית ללא הקצפה וריח,N,,6290013,2,1400,ILS,2550,0,0,0,2800,19/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,109
GLG-3317-23010000-25L,FIN.11/013810,חשבונית מס כולל מלאי,16/04/2018,5121627,פולג תעשיות פלסטיק (1998),,פולג תעשיות פלסטיק (1998),תעשיה כימית,11381,מסיר אבנית ללא הקצפה וריח,N,,,1,330,ILS,338,0,0,0,330,15/04/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,144
GLG-3317-10000000-200L,FIN.11/015585,חשבונית מס כולל מלאי,10/06/2018,5122103,"תוסף קומפאונדס בע""מ",4283000,"תוסף קומפאונדס בע""מ",תעשיה כימית,18M01763,מסיר אבנית ללא הקצפה וריח,N,,6290013,2,1400,ILS,2550,0,0,0,2800,07/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,110
GLG-3317-23010000-25L,FIN.11/016456,חשבונית מס כולל מלאי,05/07/2018,3665823,"ארדע פלסט בע""מ",4050272 ,"ארדע פלסט בע""מ",תעשיה כימית,18-0000776,מסיר אבנית ללא הקצפה וריח,N,,,1,330,ILS,338,0,0,0,330,05/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,160
GLG-3317-10000000-200L,FIN.11/018388,חשבונית מס כולל מלאי,05/09/2018,5122103,"תוסף קומפאונדס בע""מ",4283000,"תוסף קומפאונדס בע""מ",תעשיה כימית,18M02825,מסיר אבנית ללא הקצפה וריח,N,,6290013,1,1400,ILS,2550,0,0,0,1400,05/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,111
RGN-3312EL-1L,FIN.11/020613,חשבונית מס כולל מלאי,22/11/2018,5121627,פולג תעשיות פלסטיק (1998),,פולג תעשיות פלסטיק (1998),תעשיה כימית,11859,מסיר אבנית ללא הקצפה וריח,N,,,1,15,ILS,15,0,0,0,15,21/11/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,660
GLG-3317-23010000-25L,FIN.11/020850,חשבונית מס כולל מלאי,02/12/2018,5023272,"רכבת ישראל בע""מ",,"רכבת ישראל בע""מ",תעשיית הרכבת והאוויר,4000025434,מסיר אבנית ללא הקצפה וריח,N,,50022971,20,281.25,ILS,338,0,0,0,5625,27/11/2018,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,0,,,182
GLG-3317-23010000-25L,FIN.11/010521,חשבונית מס כולל מלאי,01/01/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",07/12/2017,מסיר אבנית ללא הקצפה וריח,N,,,1,340,ILS,338,0,0,0,340,07/12/2017,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,134
RGN-3312EL-750ML,FIN.11/010700,חשבונית מס כולל מלאי,04/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",04/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,24,13,ILS,15,0,0,0,312,04/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,667
GLG-3317-23010000-25L,FIN.11/010836,חשבונית מס כולל מלאי,09/01/2018,5041832,קפה מהדרים דגן קרית אתא ב,,קפה מהדרים דגן קרית אתא ב,"תעשית המזון, הפארמה והקוסמטיקה",07/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,375,ILS,338,0,0,0,375,07/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,135
RGN-3312EL-750ML,FIN.11/011279,חשבונית מס כולל מלאי,24/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",21/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,72,13,ILS,15,0,0,0,936,21/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,670
GLG-3317-23010000-25L,FIN.11/011342,חשבונית מס כולל מלאי,28/01/2018,5041849,פרידמן- תעשיות חומץ ומזון,,פרידמן- תעשיות חומץ ומזון,"תעשית המזון, הפארמה והקוסמטיקה",25/01/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,330,ILS,338,0,0,0,330,25/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,139
RGN-3312EL-750ML,FIN.11/011603,חשבונית מס כולל מלאי,05/02/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",04/02/2018,מסיר אבנית ללא הקצפה וריח,N,,,60,13,ILS,15,0,0,0,780,04/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,671
GLG-3317-23010000-25L,FIN.11/012393,חשבונית מס כולל מלאי,01/03/2018,5041022,פירוצי קפה,6314305,פירוצי קפה,"תעשית המזון, הפארמה והקוסמטיקה",26.02.18,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,26/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,142
GLG-3317-23010000-25L,FIN.11/012396,חשבונית מס כולל מלאי,01/03/2018,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400433667,מסיר אבנית ללא הקצפה וריח,N,,,2,330,ILS,338,0,0,0,660,26/02/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,143
GLG-3317-23010000-25L,FIN.13/003375,חשבונית מס כולל מלאי,11/03/2018,5120402,החברה המרכזית להפצת משקאו,8258306,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3504082,מסיר אבנית ללא הקצפה וריח,N,,3210142,5,330,ILS,338,0,0,0,1650,08/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,185
GLG-3317-23010000-25L,FIN.11/014172,חשבונית מס כולל מלאי,29/04/2018,5041936,סלטי בוסתן,,סלטי בוסתן,"תעשית המזון, הפארמה והקוסמטיקה",26.04.18,מסיר אבנית ללא הקצפה וריח,N,,,2,330,ILS,338,0,0,0,660,25/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,148
RGN-3312C-25L,FIN.11/014172,חשבונית מס כולל מלאי,29/04/2018,5041936,סלטי בוסתן,,סלטי בוסתן,"תעשית המזון, הפארמה והקוסמטיקה",26.04.18,מסיר אבנית ללא הקצפה וריח,N,,,2,330,ILS,315,0,0,0,660,25/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,650
